Time [s]	ENG_Speed rpm	CHA_Speed kph	DRV_Pedal_Pos %	CHA_Acc_Long g	DRV_Brk_Pressure_F bar	GBX_Position -	CHA_Acc_Lat g	DRV_Steer_Angle DEG	CHA_Yaw_Rate DEG/s	TRK_Distance m	WHL_Speed_FL kph	WHL_Speed_FR kph	WHL_Speed_RL kph	WHL_Speed_RR kph	SUS_Load_PushRod_FL N	SUS_Load_PushRod_FR N	SUS_Load_PushRod_RL N	SUS_Load_PushRod_RR N	DRV_Brk_Pressure_R bar	ENG_Torque_Meas Nm	Time s	CHA_Handling g	SUS_Spring_Travel_FL mm	SUS_Spring_Travel_FR mm	SUS_Spring_Travel_RL mm	SUS_Spring_Travel_RR mm	AER_Balance_Meas %	CHA_RideHeight_FL mm	CHA_RideHeight_FR mm	CHA_RideHeight_RL mm	CHA_RideHeight_RR mm
2.59	9201.892991	111.608958	12.538933	-0.032399	0.000000	2.000000	-1.546252	-47.630181	-25.378377	89.198097	112.125820	109.686213	112.828800	112.605127	6489.672612	1146.074140	8745.161410	2757.479929	0.000000	0.000000	2.590000	-1.500635	10.460179	-7.241362	12.635631	-8.688044	34.192607	19.591037	29.831177	43.837671	54.755278
2.60	9179.381312	111.585460	11.610075	-0.042465	0.000000	2.000000	-1.524582	-48.602009	-25.220841	89.508305	112.075244	109.670709	112.781077	112.438310	6366.748297	1099.945403	8649.674355	2735.214739	0.000000	0.000000	2.600000	-1.615190	10.128627	-7.242608	12.194177	-8.700924	34.186194	19.988813	30.081819	44.292374	55.042209
2.61	9161.246108	111.558230	10.906897	-0.055426	0.000000	2.000000	-1.504088	-49.292896	-25.137192	89.818437	112.025419	109.642827	112.725137	112.216989	6260.582142	1052.927954	8563.778581	2830.126959	0.000000	0.000000	2.610000	-1.704323	9.794317	-7.250982	11.779828	-8.711003	34.171806	20.362100	30.318105	44.721877	55.312301
2.62	9148.686830	111.526558	10.437593	-0.069102	0.000000	2.000000	-1.484029	-49.296654	-25.120940	90.128480	111.988904	109.611350	112.663279	111.961784	6180.769304	1057.643273	8481.441675	2875.406231	0.000000	0.000000	2.620000	-1.735342	9.479918	-7.259147	11.390581	-8.720796	34.138010	20.676847	30.503610	45.129534	55.566698
2.63	9142.286278	111.490460	10.249397	-0.082076	0.000000	2.000000	-1.467198	-49.026390	-25.165924	90.438424	111.964387	109.582611	112.598714	111.698474	6128.948497	1106.944978	8401.812454	2911.441199	0.000000	0.000000	2.630000	-1.738210	9.204709	-7.261154	11.023446	-8.726615	34.120456	20.912686	30.613740	45.512976	55.801463
2.64	9141.863248	111.450223	10.242198	-0.093541	0.000000	2.000000	-1.454706	-48.569896	-25.280665	90.748256	111.945178	109.554289	112.535770	111.450725	6100.528334	1109.390476	8328.455497	2923.018015	0.000000	0.000000	2.640000	-1.718475	8.978407	-7.264862	10.677089	-8.727215	34.119841	21.063554	30.641287	45.863177	56.007576
2.65	9146.329508	111.406534	10.315833	-0.102477	0.000000	2.000000	-1.448099	-48.269250	-25.462555	91.057966	111.928288	109.524418	112.478253	111.238040	6072.122471	1105.518334	8277.017390	2874.637822	0.000000	0.000000	2.650000	-1.702180	8.805487	-7.254902	10.355257	-8.725833	34.133494	21.135039	30.595486	46.163975	56.171886
2.66	9154.096213	111.360133	10.440594	-0.109212	0.000000	2.000000	-1.447697	-48.570134	-25.720104	91.367547	111.898608	109.483603	112.429245	111.072259	6059.528832	1190.168860	8256.921663	2888.939578	0.000000	0.000000	2.660000	-1.725964	8.720780	-7.211284	10.070861	-8.716475	34.156945	21.137925	30.496112	46.394402	56.280680
2.67	9163.411890	111.311616	10.586794	-0.114605	0.000000	2.000000	-1.456821	-49.662219	-26.060560	91.676993	111.845385	109.421052	112.389938	110.958489	6120.678732	1241.613167	8262.203664	2920.851371	0.000000	0.000000	2.670000	-1.800302	8.710059	-7.145007	9.830498	-8.699006	34.186771	21.078636	30.365123	46.538838	56.330916
2.68	9172.636066	111.261882	10.747698	-0.114882	0.000000	2.000000	-1.462261	-49.107475	-26.422718	91.986301	111.824692	109.356852	112.359327	110.896028	6225.985790	1276.097435	8301.290794	2943.167085	0.000000	0.000000	2.680000	-1.743244	8.706952	-7.063670	9.644205	-8.673137	34.220250	20.962320	30.221686	46.588712	56.328046
2.69	9180.417066	111.212854	10.903670	-0.110932	0.000000	2.000000	-1.469887	-48.271783	-26.728731	92.295473	111.822517	109.308942	112.333800	110.881359	6213.736177	1293.766804	8316.032009	2938.801133	0.000000	0.000000	2.690000	-1.659271	8.705225	-6.985351	9.548753	-8.643031	34.251948	20.810409	30.081790	46.539975	56.271553
2.70	9185.779837	111.165684	11.042170	-0.104266	0.000000	2.000000	-1.476624	-47.341193	-26.952518	92.604514	111.820359	109.272277	112.311839	110.904129	6275.791408	1298.839244	8475.907253	2950.009231	0.000000	0.000000	2.700000	-1.568873	8.755794	-6.919962	9.564171	-8.613871	34.275401	20.653205	29.962055	46.392774	56.155237
2.71	9188.179727	111.121119	11.154413	-0.095833	0.000000	2.000000	-1.484121	-46.355884	-27.043478	92.913430	111.813874	109.244424	112.289269	110.950327	6357.600492	1292.202201	8528.031233	2967.382287	0.000000	0.000000	2.710000	-1.472783	8.833303	-6.872373	9.601333	-8.595377	34.286120	20.518548	29.876350	46.161834	55.981907
2.72	9187.473630	111.079653	11.233752	-0.086645	0.000000	2.000000	-1.487023	-45.415764	-26.975897	93.222232	111.799928	109.224628	112.262387	111.005622	6398.129541	1281.960229	8704.331224	2960.461713	0.000000	0.000000	2.720000	-1.387978	8.930788	-6.841432	9.749402	-8.573725	34.285816	20.410892	29.815922	45.871351	55.760156
2.73	9183.856648	111.041089	11.279847	-0.079820	0.000000	2.000000	-1.495356	-45.463983	-26.808055	93.530926	111.758456	109.202542	112.230764	111.057658	6417.776806	1282.120093	8810.105678	2989.376417	0.000000	0.000000	2.730000	-1.376892	9.023501	-6.822640	9.944778	-8.531313	34.278294	20.327112	29.769559	45.553159	55.508488
2.74	9177.802205	111.004756	11.298992	-0.073446	0.000000	2.000000	-1.495299	-44.746677	-26.564769	93.839519	111.721582	109.180951	112.194771	111.096860	6428.185196	1273.926703	8905.222878	3027.368153	0.000000	0.000000	2.740000	-1.315630	9.101200	-6.814125	10.158868	-8.453981	34.268761	20.254242	29.724652	45.236338	55.247609
2.75	9169.962465	110.970681	11.289751	-0.067761	0.000000	2.000000	-1.490831	-43.879654	-26.241733	94.148018	111.689400	109.169121	112.153705	111.118596	6438.054440	1274.042453	8974.284901	3064.260949	0.000000	0.000000	2.750000	-1.249111	9.167049	-6.803910	10.378597	-8.353609	34.257054	20.184855	29.668762	44.945715	54.994174
2.76	9161.059556	110.938546	11.253953	-0.063151	0.000000	2.000000	-1.481099	-42.789842	-25.861804	94.456427	111.659180	109.165890	112.108581	111.119408	6441.680774	1296.451118	9010.272953	3095.768588	0.000000	0.000000	2.760000	-1.172623	9.221313	-6.784733	10.588453	-8.248084	34.229662	20.119090	29.595075	44.699432	54.758750
2.77	9151.802135	110.908090	11.193416	-0.059743	0.000000	2.000000	-1.469044	-41.902126	-25.435284	94.764751	111.630481	109.171553	112.060141	111.098364	6434.595448	1330.755220	9011.931429	3133.589179	0.000000	0.000000	2.770000	-1.116822	9.260976	-6.749251	10.773284	-8.141692	34.209640	20.061782	29.502117	44.507625	54.546229
2.78	9142.813624	110.878475	11.115346	-0.059325	0.000000	2.000000	-1.458981	-41.619660	-25.040060	95.072993	111.587244	109.172576	112.010816	111.056770	6422.384748	1369.072729	8984.610602	3179.379724	0.000000	0.000000	2.780000	-1.108292	9.280983	-6.697932	10.920073	-8.029395	34.196487	20.017665	29.394432	44.373029	54.358339
2.79	9134.602549	110.848680	11.029796	-0.062059	0.000000	2.000000	-1.455526	-42.286904	-24.752693	95.381153	111.529954	109.159890	111.963516	110.996765	6385.666547	1412.385842	8957.236676	3228.378016	0.000000	0.000000	2.790000	-1.168218	9.281660	-6.627782	11.017606	-7.909449	34.189524	19.986621	29.282610	44.291017	54.197037
2.80	9127.539452	110.817812	10.946395	-0.066192	0.000000	2.000000	-1.452363	-42.997899	-24.599803	95.689226	111.474288	109.132283	111.919939	110.921881	6333.747191	1450.471867	8825.375711	3273.546071	0.000000	0.000000	2.800000	-1.231277	9.273309	-6.543827	11.031198	-7.784030	34.188399	19.963903	29.179552	44.253340	54.067663
2.81	9121.834910	110.785599	10.869229	-0.070491	0.000000	2.000000	-1.445968	-43.436481	-24.560134	95.997210	111.428182	109.096869	111.879469	110.838430	6323.018750	1477.467518	8805.946675	3307.666735	0.000000	0.000000	2.810000	-1.276820	9.263310	-6.457251	11.025827	-7.659042	34.193363	19.940686	29.089633	44.251030	53.975403
2.82	9117.533777	110.752158	10.797346	-0.074471	0.000000	2.000000	-1.439391	-43.891061	-24.607423	96.305101	111.390999	109.059711	111.841910	110.753270	6366.800050	1493.062186	8835.054923	3326.921833	0.000000	0.000000	2.820000	-1.323950	9.258420	-6.378028	11.011997	-7.542276	34.202971	19.916533	29.016841	44.275626	53.922263
2.83	9114.535657	110.717416	10.732346	-0.078709	0.000000	2.000000	-1.435808	-44.562902	-24.747269	96.612896	111.352979	109.016280	111.807735	110.670865	6381.973916	1498.757059	8735.757136	3335.455910	0.000000	0.000000	2.830000	-1.384285	9.251427	-6.311974	10.983311	-7.441895	34.214451	19.897112	28.967150	44.317899	53.904813
2.84	9112.636137	110.681311	10.675203	-0.083021	0.000000	2.000000	-1.435746	-45.480719	-24.977712	96.920590	111.313123	108.964242	111.777332	110.592813	6246.008357	1494.076495	8720.286301	3354.412905	0.000000	0.000000	2.840000	-1.459349	9.228264	-6.262620	10.957363	-7.379382	34.225229	19.887835	28.946286	44.369028	53.917070
2.85	9111.556702	110.643727	10.627950	-0.087972	0.000000	2.000000	-1.442784	-47.056868	-25.303131	97.228179	111.261681	108.898269	111.750647	110.518578	6220.196255	1477.883024	8698.476154	3289.536398	0.000000	0.000000	2.850000	-1.577679	9.223562	-6.232238	10.907859	-7.371098	34.233622	19.891499	28.958089	44.422236	53.954379
2.86	9110.980895	110.604414	10.593631	-0.092690	0.000000	2.000000	-1.449112	-48.464826	-25.715520	97.535660	111.208738	108.819001	111.727225	110.450560	6379.762317	1430.856857	8697.856348	3277.776545	0.000000	0.000000	2.860000	-1.683055	9.238780	-6.226208	10.858492	-7.368599	34.240656	19.900305	28.998189	44.474086	54.015748
2.87	9110.597109	110.563938	10.568949	-0.094072	0.000000	2.000000	-1.446940	-48.505996	-26.130231	97.843027	111.186548	108.746914	111.704889	110.392244	6449.052632	1418.628052	8703.967460	3236.064627	0.000000	0.000000	2.870000	-1.688295	9.245467	-6.227787	10.824145	-7.375337	34.247426	19.910165	29.059382	44.526373	54.101069
2.88	9110.110500	110.523461	10.541510	-0.093620	0.000000	2.000000	-1.445190	-48.479452	-26.486034	98.150283	111.173759	108.690159	111.681101	110.346854	6348.784013	1390.436146	8684.970494	3178.287896	0.000000	0.000000	2.880000	-1.687206	9.239520	-6.239505	10.810689	-7.387149	34.253053	19.927467	29.130897	44.582102	54.202406
2.89	9110.166102	110.483160	11.475354	-0.093135	0.000000	2.000000	-1.444764	-48.675502	-26.797558	98.457426	111.148651	108.635190	111.656134	110.313350	6319.738754	1304.521093	8770.065691	3140.954635	0.000000	0.000000	2.890000	-1.702522	9.245816	-6.259381	10.799204	-7.401163	34.256347	19.960045	29.204541	44.643426	54.306901
2.90	9113.546768	110.443166	13.380289	-0.091653	0.000000	2.000000	-1.443886	-48.830589	-27.063073	98.764458	111.120391	108.580681	111.631075	110.291372	6356.707254	1259.582923	8718.860352	3128.528136	0.000000	0.000000	2.900000	-1.715171	9.250533	-6.286496	10.778026	-7.445297	34.257587	20.009961	29.274022	44.713955	54.405995
2.91	9121.750737	110.403843	15.380289	-0.088696	0.000000	2.000000	-1.442176	-49.051118	-27.289987	99.071380	111.088287	108.526296	111.608004	110.289432	6405.181997	1384.606649	8665.189273	3109.805929	0.000000	0.000000	2.910000	-1.734662	9.250648	-6.295640	10.758510	-7.504203	34.257805	20.071243	29.332156	44.792121	54.492985
2.92	9133.723579	110.365575	17.380289	-0.085642	0.000000	2.000000	-1.449432	-50.434504	-27.513815	99.378197	111.034166	108.464200	111.589595	110.318055	6317.966951	1283.627634	8672.932870	3094.659872	0.000000	0.000000	2.920000	-1.836466	9.230695	-6.331986	10.721803	-7.572986	34.258250	20.136118	29.377327	44.875705	54.568555
2.93	9148.088821	110.328438	19.380289	-0.080519	0.000000	2.000000	-1.454813	-51.010138	-27.749342	99.684910	110.980186	108.391172	111.578621	110.384296	6203.519181	1240.626262	8600.165626	3042.929402	0.000000	0.000000	2.930000	-1.874051	9.191041	-6.354389	10.638435	-7.643079	34.260894	20.188999	29.411399	44.957217	54.637062
2.94	9163.458800	110.293842	21.380289	-0.070897	0.000000	2.000000	-1.457707	-51.183146	-27.928775	99.991527	110.949491	108.330815	111.573773	110.494668	6284.329991	1359.570374	8586.105645	3012.457418	0.000000	0.000000	2.940000	-1.882246	9.181231	-6.358179	10.543853	-7.714483	34.266325	20.219893	29.434306	45.028428	54.701679
2.95	9178.610078	110.262802	23.380289	-0.059365	0.000000	2.000000	-1.462507	-51.466460	-28.063672	100.298057	110.916548	108.278138	111.575397	110.649344	6318.727776	1369.792635	8577.526023	3011.633968	0.000000	0.000000	2.950000	-1.896662	9.163059	-6.377600	10.477343	-7.801427	34.273208	20.231405	29.451469	45.084935	54.764617
2.96	9192.610463	110.235979	25.380289	-0.046305	0.000000	2.000000	-1.468309	-51.705421	-28.158787	100.604513	110.883351	108.230663	111.584002	110.841317	6232.755467	1242.019018	8594.427228	2945.321325	0.000000	0.000000	2.960000	-1.905916	9.138590	-6.407819	10.445425	-7.913888	34.278614	20.231755	29.473744	45.119149	54.823133
2.97	9204.879263	110.214081	27.380289	-0.030830	0.000000	2.000000	-1.471083	-51.425744	-28.184683	100.910908	110.864349	108.194729	111.598134	111.061180	6193.802817	1230.698671	8621.428034	2911.917307	0.000000	0.000000	2.970000	-1.877113	9.127874	-6.427209	10.433915	-8.056025	34.279058	20.232387	29.512558	45.123938	54.872516
2.98	9215.188704	110.197720	29.380289	-0.014741	0.000000	2.000000	-1.476985	-51.909954	-28.127117	101.217258	110.840842	108.169119	111.614676	111.299326	6326.917412	1334.478050	8690.402374	2851.264345	0.000000	0.000000	2.980000	-1.907083	9.145048	-6.439398	10.424827	-8.219191	34.271968	20.244394	29.573970	45.099024	54.910007
2.99	9223.616296	110.186427	31.380289	-0.000725	0.000000	2.000000	-1.484915	-52.638686	-28.025651	101.523576	110.795691	108.137718	111.632389	111.546513	6409.624085	1200.837581	8765.495951	2806.433523	0.000000	0.000000	2.990000	-1.954326	9.157736	-6.495478	10.425487	-8.385183	34.259677	20.268922	29.656706	45.054657	54.940829
3.00	9230.464593	110.180599	33.380289	0.016501	0.000000	2.000000	-1.490650	-52.930775	-27.881606	101.829878	110.764816	108.112480	111.737988	111.676052	6353.877312	1201.059702	8769.117430	2771.514094	0.000000	0.000000	3.000000	-1.969015	9.154238	-6.533451	10.424768	-8.537479	34.244105	20.299065	29.752308	45.003251	54.971676
3.01	9236.043397	110.180399	35.380289	0.031342	0.000000	2.000000	-1.494317	-53.045606	-27.717469	102.136180	110.746837	108.098754	111.839343	111.777169	6317.189401	1169.306607	8734.282497	2749.996248	0.000000	0.000000	3.010000	-1.972568	9.159916	-6.600447	10.424790	-8.641221	34.227950	20.332437	29.849126	44.959293	55.007554
3.02	9240.684721	110.185134	37.380289	0.044902	0.000000	2.000000	-1.496413	-53.228247	-27.561672	102.442495	110.732658	108.092978	111.940887	111.878449	6359.012176	1123.293152	8712.262747	2716.857903	0.000000	0.000000	3.020000	-1.984566	9.171249	-6.701146	10.426094	-8.699861	34.214000	20.371493	29.939957	44.935313	55.048700
3.03	9244.817699	110.194512	39.380289	0.057816	0.000000	2.000000	-1.496387	-53.540994	-27.430051	102.748835	110.721656	108.091600	112.042497	111.980101	6379.067150	1097.910999	8679.783569	2708.559061	0.000000	0.000000	3.030000	-2.011088	9.176779	-6.787319	10.423563	-8.753838	34.200753	20.422545	30.024912	44.936888	55.090753
3.04	9248.905653	110.208291	41.380289	0.069433	0.000000	2.000000	-1.495946	-54.365421	-27.329947	103.055214	110.705728	108.089710	112.140918	112.079001	6340.734430	1086.751687	8627.981383	2671.179667	0.000000	0.000000	3.040000	-2.081125	9.171035	-6.837706	10.413151	-8.822157	34.186775	20.488907	30.103752	44.964713	55.130763
3.05	9253.371040	110.225867	43.380289	0.079001	0.000000	2.000000	-1.495803	-55.837817	-27.278645	103.361642	110.677650	108.079957	112.236972	112.175845	6254.219913	1106.445367	8570.063929	2647.218981	0.000000	0.000000	3.050000	-2.204840	9.155887	-6.855817	10.398432	-8.886765	34.173817	20.564966	30.172284	45.016237	55.169713
3.06	9258.561378	110.246466	45.380289	0.086847	0.000000	2.000000	-1.494310	-56.996439	-27.289716	103.668127	110.645839	108.059225	112.333330	112.272972	6180.648003	1086.868082	8554.557108	2673.563929	0.000000	0.000000	3.060000	-2.304749	9.136108	-6.876319	10.351486	-8.929818	34.163486	20.640164	30.227527	45.087791	55.212733
3.07	9264.733704	110.270160	47.380289	0.096583	0.000000	2.000000	-1.490622	-57.215183	-27.313932	103.974678	110.655134	108.050176	112.430912	112.371026	6278.400230	1088.008852	8476.505610	2645.660658	0.000000	0.000000	3.070000	-2.330060	9.125258	-6.892974	10.238180	-8.954318	34.157024	20.705032	30.267647	45.174272	55.263677
3.08	9272.032889	110.297306	49.380289	0.106253	0.000000	2.000000	-1.490459	-57.292280	-27.340743	104.281305	110.676926	108.054983	112.529510	112.469871	6182.162064	1125.485967	8420.426436	2662.545487	0.000000	0.000000	3.080000	-2.337951	9.071912	-6.905403	10.072886	-8.976300	34.154908	20.755870	30.291315	45.274156	55.325084
3.09	9280.482577	110.327911	51.380289	0.116167	0.000000	2.000000	-1.488829	-57.216108	-27.370074	104.588017	110.707574	108.070974	112.630768	112.571460	6178.213919	1137.853824	8366.964294	2620.039674	0.000000	0.000000	3.090000	-2.335619	9.053322	-6.920233	9.911022	-9.008183	34.156974	20.791369	30.298369	45.382254	55.393301
3.10	9290.007415	110.362039	53.380289	0.126225	0.000000	2.000000	-1.486623	-56.953284	-27.408379	104.894823	110.747813	108.097085	112.737591	112.678807	6164.989439	1072.967097	8351.024859	2636.685217	0.000000	0.000000	3.100000	-2.318822	9.026865	-6.943212	9.778741	-9.052173	34.162030	20.814758	30.294545	45.494533	55.466948
3.11	9300.470278	110.399830	55.380289	0.136509	0.000000	2.000000	-1.486087	-57.078747	-27.464663	105.201735	110.790592	108.130567	112.851299	112.793152	6154.451739	1051.912990	8311.947072	2617.753329	0.000000	0.000000	3.110000	-2.331813	8.997184	-6.954788	9.665385	-9.107792	34.167032	20.835020	30.291527	45.600670	55.539740
3.12	9311.699962	110.441073	57.380289	0.146272	0.000000	2.000000	-1.486138	-57.256877	-27.550992	105.508761	110.824265	108.160185	112.972396	112.914739	6131.100504	1193.239341	8287.652939	2600.493301	0.000000	0.000000	3.120000	-2.348385	8.970425	-6.951161	9.548322	-9.155895	34.168603	20.862110	30.303481	45.689108	55.604659
3.13	9323.510832	110.485981	59.380289	0.157692	0.000000	2.000000	-1.484730	-56.900161	-27.627394	105.815912	110.879434	108.197258	113.099794	113.042450	6140.240870	1243.245768	8253.166604	2571.066697	0.000000	0.000000	3.130000	-2.322923	8.944584	-6.958603	9.429231	-9.197466	34.164740	20.902562	30.338877	45.754466	55.658404
3.14	9335.712498	110.535171	61.380289	0.170719	0.000000	2.000000	-1.480991	-56.028427	-27.657069	106.123200	110.954565	108.249186	113.231851	113.174854	6129.309518	1076.296143	8235.864230	2549.612340	0.000000	0.000000	3.140000	-2.258515	8.916650	-6.987561	9.334688	-9.244074	34.154919	20.959591	30.396463	45.797623	55.699290
3.15	9348.122545	110.589130	63.380289	0.184530	0.000000	2.000000	-1.475960	-55.104572	-27.626897	106.430637	111.034498	108.314622	113.368970	113.312428	6111.673934	1023.264757	8193.024351	2559.006513	0.000000	0.000000	3.150000	-2.192061	8.877991	-7.009512	9.272350	-9.288855	34.139697	21.033491	30.468895	45.822671	55.725847
3.16	9360.590811	110.648017	65.380289	0.198881	0.000000	2.000000	-1.469429	-54.176934	-27.542885	106.738239	111.115163	108.389701	113.511324	113.455391	6075.645116	1152.063263	8201.049725	2530.681150	0.000000	0.000000	3.160000	-2.127919	8.822294	-7.012774	9.233072	-9.329870	34.120005	21.123693	30.548882	45.835265	55.737241
3.17	9373.012080	110.711957	67.380289	0.213346	0.000000	2.000000	-1.463479	-53.283886	-27.407985	107.046018	111.195620	108.472528	113.657371	113.602103	6051.347350	1097.920597	8160.976214	2540.686797	0.000000	0.000000	3.170000	-2.065909	8.747461	-7.042771	9.185394	-9.359573	34.096917	21.229437	30.630672	45.842694	55.734668
3.18	9385.321715	110.780989	69.380289	0.227458	0.000000	2.000000	-1.460125	-52.916682	-27.229284	107.353989	111.271248	108.560271	113.805963	113.751412	6018.976403	1008.264973	8133.857378	2566.759027	0.000000	0.000000	3.180000	-2.043701	8.651939	-7.075860	9.122133	-9.372769	34.072280	21.345802	30.706949	45.850485	55.718598
3.19	9397.491184	110.854650	71.380289	0.239633	0.000000	2.000000	-1.459577	-53.219651	-27.055441	107.662165	111.318300	108.637560	113.955605	113.901900	5999.405620	1080.838104	8094.422814	2560.544534	0.000000	0.000000	3.190000	-2.072979	8.548585	-7.082796	9.035649	-9.387213	34.048443	21.464724	30.772711	45.863819	55.692485
3.20	9409.518803	110.932642	73.380289	0.252571	0.000000	2.000000	-1.454752	-52.657406	-26.871451	107.970558	111.391266	108.718630	114.106518	114.053761	5952.899714	1177.051950	8075.485340	2565.787560	0.000000	0.000000	3.200000	-2.037242	8.428068	-7.089778	8.941443	-9.398507	34.028458	21.573597	30.822847	45.888044	55.665509
3.21	9421.437686	111.015226	75.380289	0.265622	0.000000	2.000000	-1.449936	-52.059556	-26.683540	108.279180	111.475170	108.810565	114.261218	114.209535	5904.789374	1090.616807	8077.461001	2556.825334	0.000000	0.000000	3.210000	-1.998689	8.309816	-7.111090	8.848493	-9.412641	34.013014	21.668403	30.855947	45.924023	55.643107
3.22	9433.321694	111.102456	77.380289	0.278618	0.000000	2.000000	-1.444882	-51.568154	-26.491437	108.588045	111.562276	108.910055	114.419230	114.368568	5886.512847	1007.743003	8034.426894	2520.508833	0.000000	0.000000	3.220000	-1.969554	8.225897	-7.122860	8.736141	-9.424698	34.001417	21.749677	30.875648	45.968185	55.626643
3.23	9445.272776	111.194219	79.380289	0.291189	0.000000	2.000000	-1.440207	-51.182838	-26.298164	108.897165	111.650695	109.013937	114.580267	114.530516	5868.341856	1113.551897	7974.752035	2501.421309	0.000000	0.000000	3.230000	-1.948803	8.154693	-7.105864	8.606427	-9.432966	33.993834	21.815135	30.884299	46.019454	55.619461
3.24	9457.406942	111.290248	81.380289	0.302897	0.000000	2.000000	-1.436379	-50.871706	-26.121092	109.206552	111.741958	109.121047	114.745459	114.696542	5832.410643	1210.237850	7949.863105	2487.494126	0.000000	0.000000	3.240000	-1.933018	8.082230	-7.089909	8.478439	-9.437136	33.990250	21.864058	30.884556	46.077927	55.624646
3.25	9469.853151	111.390316	83.380289	0.313894	0.000000	2.000000	-1.433600	-50.825194	-25.971420	109.516217	111.837038	109.230653	114.916268	114.868136	5820.682623	1180.022177	7886.992228	2551.092026	0.000000	0.000000	3.250000	-1.937737	8.025207	-7.092265	8.359049	-9.438467	33.989244	21.901291	30.882427	46.140730	55.640885
3.26	9482.751540	111.493953	85.380289	0.322460	0.000000	2.000000	-1.435053	-51.833496	-25.890798	109.826170	111.908318	109.328582	115.093957	115.046644	5810.953455	1127.451091	7900.341967	2612.991547	0.000000	0.000000	3.260000	-2.023708	7.991524	-7.089941	8.266741	-9.441051	33.989080	21.932218	30.885184	46.202093	55.663768
3.27	9496.246968	111.600683	87.380289	0.331820	0.000000	2.000000	-1.430970	-51.709241	-25.860423	110.136420	112.002097	109.423271	115.277651	115.231091	5803.237855	1143.630125	7829.953422	2667.840369	0.000000	0.000000	3.270000	-2.024262	7.969991	-7.083708	8.177792	-9.448314	33.988354	21.960549	30.901048	46.257375	55.692139
3.28	9510.459794	111.710984	89.380289	0.342046	0.000000	2.000000	-1.427350	-51.536473	-25.842164	110.446977	112.113881	109.527512	115.464547	115.418659	5799.072664	1173.585413	7808.919347	2637.497258	0.000000	0.000000	3.280000	-2.020143	7.948772	-7.079625	8.089156	-9.463180	33.985530	21.992170	30.931927	46.304176	55.723482
3.29	9525.455690	111.824923	91.380289	0.352323	0.000000	2.000000	-1.424048	-51.377721	-25.826677	110.757850	112.229983	109.637880	115.654686	115.609439	5802.110528	1155.033893	7817.506050	2521.299713	0.000000	0.000000	3.290000	-2.016797	7.928276	-7.084205	8.006741	-9.481939	33.979670	22.032567	30.975526	46.343155	55.753965
3.30	9541.235218	111.942465	93.380289	0.362547	0.000000	2.000000	-1.420304	-51.240558	-25.808425	111.069050	112.348304	109.752218	115.849120	115.804580	5788.291265	1107.247455	7798.024726	2467.775175	0.000000	0.000000	3.300000	-2.016063	7.905717	-7.093650	7.938545	-9.501709	33.970923	22.083854	31.026609	46.377533	55.780480
3.31	9557.749905	112.063594	95.380289	0.372605	0.000000	2.000000	-1.416177	-51.112225	-25.786535	111.380587	112.468906	109.869887	116.048699	116.004961	5774.338972	1080.078410	7786.512290	2478.100613	0.000000	0.000000	3.310000	-2.016773	7.871043	-7.103693	7.881427	-9.514561	33.960125	22.145211	31.079047	46.411274	55.801370
3.32	9574.918839	112.188347	97.380289	0.382792	0.000000	2.000000	-1.412497	-51.006456	-25.762819	111.692470	112.592603	109.990975	116.252656	116.209815	5746.510632	1121.762156	7748.358419	2597.892422	0.000000	0.000000	3.320000	-2.018758	7.813546	-7.105838	7.814786	-9.525351	33.948032	22.215504	31.128820	46.447665	55.816005
3.33	9592.631693	112.316638	99.380289	0.392322	0.000000	2.000000	-1.414267	-51.767473	-25.762764	112.004711	112.701381	110.108011	116.459123	116.417306	5722.128505	1189.356989	7687.970093	2514.659327	0.000000	0.000000	3.330000	-2.084482	7.735873	-7.105503	7.728098	-9.548808	33.935203	22.293440	31.174500	46.488678	55.824615
3.34	9609.952104	112.448122	100.000000	0.401702	0.000000	2.000000	-1.413158	-51.906805	-25.786611	112.317316	112.817529	110.221877	116.668857	116.628116	5691.462830	1119.322084	7693.135896	2465.688144	0.000000	0.000000	3.340000	-2.103048	7.659908	-7.118673	7.637105	-9.565535	33.922888	22.372650	31.215000	46.533501	55.829004
3.35	9622.556249	112.583049	100.000000	0.411677	0.000000	2.000000	-1.410109	-51.637105	-25.804942	112.630297	112.952519	110.344643	116.880409	116.840785	5667.657189	1008.914407	7649.322997	2448.472464	0.000000	0.000000	3.350000	-2.090680	7.590409	-7.129550	7.546071	-9.580222	33.912019	22.447568	31.248913	46.581311	55.832767
3.36	9630.556401	112.721434	100.000000	0.421031	0.000000	2.000000	-1.406446	-51.183845	-25.805765	112.943663	113.099915	110.479354	117.086139	117.047579	5653.128139	1086.791019	7614.875013	2474.787153	0.000000	0.000000	3.360000	-2.064071	7.519665	-7.118027	7.454760	-9.590464	33.903008	22.514731	31.275058	46.630580	55.838445
3.37	9635.151971	112.862800	100.000000	0.428505	0.000000	2.000000	-1.403045	-50.660427	-25.788602	113.257421	113.252052	110.623665	117.278867	117.241276	5627.848657	1199.240285	7582.280102	2558.450470	0.000000	0.000000	3.370000	-2.031272	7.452480	-7.101341	7.364510	-9.597547	33.895723	22.573449	31.294329	46.679996	55.847625
